Street,Location_Id,City,State_Id,State
N Harrison St,1804,Des Moines,WY,Missouri
East Calle Primera,1805,Lincoln,UT,Montana
Carpinteria South,1806,Carson City,MA,Georgia
North Ventu Park Road,1807,Santa Fe,OH,Maine
Jones Road,1808,Augusta,CO,North Carolina
North Erringer Road,1809,Bismarck,NM,Michigan
Jean de la Fontaine,1810,Albany,NH,New Hampshire
Woodson Rd.,1811,Nashville,RI,Delaware
Santa Monica Road,1812,Richmond,AL,Montana
Westside Freeway,1813,Montgomery,SC,California
S Rustle St,1814,Raleigh,VA,Missouri
San Ysidro Blvd,1815,Madison,HI,Iowa
Westside Freeway,1816,Richmond,VT,Ohio
Grandview Drive,1817,Columbus,TX,Washington
E Fowler Avenue,1818,Sacramento,NE,New York
Via Real,1819,Salt Lake City,WI,Minnesota
W. Russell St.,1820,Boise,SC,Arkansas
Hutchinson Rd,1821,Montpelier,IL,New Jersey
Apalachee Parkway,1822,Nashville,MI,North Carolina
Westside Freeway,1823,Columbus,LA,New Mexico
Tully Road East,1824,Nashville,KS,Wisconsin
Jones Road,1825,Lansing,TN,Maine
Santa Ana Freeway,1826,Topeka,OH,Delaware
San Diego Freeway,1827,Santa Fe,PA,Wisconsin
Calle Real,1828,Olympia,AR,Arkansas
E Fowler Avenue,1829,Springfield,HI,Hawaii
Greenwood Road,1830,Indianapolis,MA,Massachusetts
Jones Road,1831,Olympia,OK,South Carolina
S Rustle St,1832,Albany,NV,Oregon
Burnett Road,1833,Honolulu,MN,Texas
Grandview Drive,1834,Juneau,GA,Nevada
Camelback Rd,1835,Oklahoma City,FL,Tennessee
Cerrillos Road,1836,Hartford,WV,New Hampshire
Santa Rosa North,1837,Oklahoma City,LA,Mississippi
East Main Street,1838,Frankfort,HI,Massachusetts
Calle Real,1839,Madison,SC,Rhode Island
Redwood Highway,1840,Phoenix,NJ,Texas
East Main Street,1841,Madison,IN,Massachusetts
Redwood Highway,1842,Augusta,DE,New Hampshire
East 1st Street,1843,Augusta,MO,Oregon
French Camp Turnpike Road,1844,Nashville,MO,Connecticut
Timberlane Drive,1845,Hartford,MT,Oklahoma
Newbury Road,1846,Boise,WV,Oklahoma
Bailard Avenue,1847,Columbia,MT,Wisconsin
Richmond Hill,1848,Bismarck,WI,Idaho
Redwood Highway,1849,Charleston,NC,Hawaii
Timberlane Drive,1850,Oklahoma City,WV,Florida
Fontaine Road,1851,Salem,ND,Rhode Island
North Broadway Street,1852,Carson City,WI,Pennsylvania
Tully Road East,1853,Des Moines,SC,Hawaii
Grandview Drive,1854,Helena,MN,Arkansas
East Fry Blvd.,1855,Carson City,MI,Vermont
Santa Rosa North,1856,Lincoln,AR,South Carolina
Carpinteria North,1857,Springfield,SD,Delaware
East Fry Blvd.,1858,Indianapolis,OK,Rhode Island
Lawrenceville Suwanee,1859,Annapolis,VT,Florida
Pacific Hwy S,1860,Denver,CT,Indiana
Calle Real,1861,Jackson,NC,South Dakota
S Rustle St,1862,Harrisburg,CT,Nevada
S Rustle St,1863,Salem,PA,Washington
Katella Avenue,1864,Atlanta,KS,North Dakota
S Rustle St,1865,Austin,CA,North Carolina
Burnett Road,1866,Charleston,AZ,Pennsylvania
San Luis Obispo North,1867,Pierre,MA,West Virginia
Cabrillo Highway,1868,Saint Paul,SC,Iowa
Lawrenceville Suwanee,1869,Bismarck,AL,Arizona
Carpinteria North,1870,Concord,WV,Pennsylvania
Katella Avenue,1871,Pierre,OK,Colorado
Harry S Truman Blvd,1872,Dover,MT,Minnesota
Corona Del Mar,1873,Columbus,VA,Michigan
E Fowler Avenue,1874,Nashville,ID,Iowa
Milpas Street,1875,Little Rock,KS,Utah
North Atherton Street,1876,Indianapolis,CO,Maine
North Broadway Street,1877,Juneau,KY,West Virginia
San Luis Obispo North,1878,Des Moines,KY,Rhode Island
Calle Real,1879,Albany,NY,New Hampshire
Moreno Drive,1880,Santa Fe,OK,New Mexico
Harry S Truman Blvd,1881,Salt Lake City,MD,Wyoming
North Erringer Road,1882,Des Moines,NY,Kansas
Camelback Rd,1883,Frankfort,NY,Wyoming
Tanger Blvd,1884,Annapolis,IL,New York
Steele Lane,1885,Boston,SC,Arizona
East 1st Street,1886,Springfield,CA,Alabama
Newbury Road,1887,Cheyenne,IA,Texas
Monroe Street,1888,Sacramento,CT,Kansas
Carpinteria Avenue,1889,Indianapolis,KY,Montana
Carpinteria Avenue,1890,Concord,PA,Pennsylvania
Newbury Road,1891,Salt Lake City,MA,California
Harry S Truman Blvd,1892,Annapolis,IL,Oregon
Richmond Hill,1893,Dover,LA,West Virginia
Moreno Drive,1894,Montpelier,FL,Delaware
Cleveland Ave.,1895,Austin,VA,Indiana
Santa Ana Freeway,1896,Jackson,SC,Mississippi
Calle Real,1897,Sacramento,MO,Minnesota
Jean de la Fontaine,1898,Saint Paul,KY,Washington
W. Russell St.,1899,Saint Paul,CA,North Dakota
Grandview Drive,1900,Pierre,ME,New Hampshire
Lindbergh Blvd,1901,Charleston,NY,New Mexico
Erringer Road,1902,Boston,CO,Indiana
Richmond Hill,1903,Jefferson City,UT,Massachusetts
South Roosevelt Drive,1904,Saint Paul,DE,Louisiana
Fairview Avenue,1905,Providence,OR,Connecticut
North Broadway Street,1906,Richmond,WI,Michigan
Lawrenceville Suwanee,1907,Jackson,AR,North Carolina
French Camp Turnpike Road,1908,Lansing,TN,Connecticut
Cleveland Ave.,1909,Annapolis,SD,Pennsylvania
Carpinteria North,1910,Phoenix,ND,Delaware
Tully Road East,1911,Lincoln,UT,Washington
San Luis Obispo North,1912,Providence,MO,Arkansas
Moreno Drive,1913,Springfield,NY,Delaware
N Harrison St,1914,Denver,VT,Indiana
Cerrillos Road,1915,Nashville,CO,Colorado
Santa Monica Road,1916,Springfield,AZ,Massachusetts
Santa Rosa South,1917,Columbia,AR,Montana
Grandview Drive,1918,Saint Paul,NJ,Tennessee
Jones Road,1919,Topeka,NY,New Mexico
San Ysidro Blvd,1920,Helena,NE,West Virginia
Cleveland Ave.,1921,Nashville,CA,Hawaii
San Simeon,1922,Salem,FL,Pennsylvania
San Simeon,1923,Hartford,IA,North Dakota
Bowles Avenue,1924,Madison,RI,Wisconsin
North Ventu Park Road,1925,Dover,NH,Rhode Island
Apalachee Parkway,1926,Austin,MI,Nebraska
Jones Road,1927,Saint Paul,TX,California
Padre Boulevard,1928,Charleston,VT,Wyoming
Cleveland Ave.,1929,Oklahoma City,CA,Massachusetts
Newbury Road,1930,Lincoln,TN,Georgia
Steele Lane,1931,Des Moines,NM,West Virginia
Castillo Drive,1932,Columbus,SC,Colorado
Woodson Rd.,1933,Juneau,SD,Massachusetts
Via Real,1934,Cheyenne,LA,Alaska
Carpinteria North,1935,Dover,VA,Idaho
Pacific Hwy S,1936,Augusta,IL,Oklahoma
Lake Tahoe Blvd.,1937,Carson City,CA,Michigan
Fairview Avenue,1938,Nashville,ID,Texas
Corona Del Mar,1939,Salt Lake City,NH,Michigan
North Erringer Road,1940,Saint Paul,IL,North Carolina
Steele Lane,1941,Concord,LA,Wisconsin
Hutchinson Rd,1942,Honolulu,CT,Mississippi
Carpinteria North,1943,Nashville,NV,Arkansas
Calle Real,1944,Tallahassee,MD,Oklahoma
Harbor Dr,1945,Indianapolis,MI,Oregon
Timberlane Drive,1946,Carson City,NM,Maine
Castillo Drive,1947,Augusta,MD,South Carolina
South Roosevelt Drive,1948,Columbia,VT,Arizona
S Rustle St,1949,Helena,OR,Kansas
Newbury Road,1950,Sacramento,CO,Pennsylvania
Cleveland Ave.,1951,Providence,WV,Kentucky
Carpinteria North,1952,Phoenix,GA,Hawaii
Milpas Street,1953,Jefferson City,AR,Vermont
South Highway,1954,Salem,AR,Vermont
San Ysidro Blvd,1955,Honolulu,NC,Delaware
Carpinteria South,1956,Springfield,AL,California
Calle Real,1957,Denver,MO,North Carolina
North Erringer Road,1958,Concord,IL,Oregon
Corona Del Mar,1959,Salt Lake City,ID,Wisconsin
Santa Rosa North,1960,Lincoln,WV,Idaho
San Diego Freeway,1961,Augusta,ND,Massachusetts
Camelback Rd,1962,Columbus,MA,Missouri
Steele Lane,1963,Bismarck,WA,Oklahoma
North Atherton Street,1964,Jefferson City,NH,Hawaii
Timberlane Drive,1965,Honolulu,OH,Nebraska
South Highway,1966,Bismarck,FL,Nebraska
Greenwood Road,1967,Boise,LA,Iowa
Hutchinson Rd,1968,Lansing,CA,Nebraska
Lindbergh Blvd,1969,Lincoln,NV,Arizona
Harbor Dr,1970,Providence,ID,North Carolina
El Camino Real,1971,Columbia,MA,Montana
San Marcos,1972,Columbus,VT,Arizona
Burnett Road,1973,Nashville,KY,New York
E Fowler Avenue,1974,Atlanta,KS,Louisiana
San Simeon,1975,Santa Fe,AK,Oklahoma
North Broadway Street,1976,Montpelier,NC,Georgia
Grandview Drive,1977,Boise,MN,Colorado
Tully Road East,1978,Albany,MS,Illinois
Jean de la Fontaine,1979,Juneau,DE,Maine
Carpinteria North,1980,Raleigh,KY,Missouri
San Luis Obispo North,1981,Lincoln,ND,Ohio
South Highway,1982,Topeka,OH,Louisiana
Burnett Road,1983,Harrisburg,AK,Texas
North Broadway Street,1984,Providence,UT,Kansas
San Simeon,1985,Montpelier,LA,Arizona
East Calle Primera,1986,Atlanta,NE,New Jersey
Fontaine Road,1987,Santa Fe,AZ,Texas
Cabrillo Highway,1988,Oklahoma City,FL,Pennsylvania
Pacific Hwy S,1989,Hartford,GA,South Dakota
Fairview Avenue,1990,Montpelier,NE,Georgia
Fontaine Road,1991,Lincoln,TN,Arkansas
Woodson Rd.,1992,Saint Paul,NV,Virginia
Castillo Drive,1993,Jefferson City,UT,Georgia
Bailard Avenue,1994,Springfield,ID,Maryland
North Atherton Street,1995,Atlanta,MT,Louisiana
Steele Lane,1996,Sacramento,TN,Idaho
Bayshore Freeway,1997,Jefferson City,SC,New Jersey
Harry S Truman Blvd,1998,Juneau,TX,Ohio
Lindbergh Blvd,1999,Montpelier,CA,Texas
Via Real,2000,Dover,CA,Wyoming
Carpinteria North,2001,Atlanta,WI,New Hampshire
North Ventu Park Road,2002,Raleigh,AL,Utah
Santa Monica Road,2003,Annapolis,CT,Kentucky
Grandview Drive,2004,Helena,HI,Pennsylvania
Bayshore Freeway,2005,Baton Rouge,GA,Pennsylvania
Timberlane Drive,2006,Springfield,AK,Missouri
S Rustle St,2007,Santa Fe,KY,Maine
South Highway,2008,Olympia,TX,Florida
Camelback Rd,2009,Salt Lake City,KS,Michigan
San Diego Freeway,2010,Lincoln,SC,Oregon
Carpinteria South,2011,Carson City,MI,Massachusetts
Carpinteria South,2012,Charleston,VA,Mississippi
Katella Avenue,2013,Boise,GA,New Mexico
East Calle Primera,2014,Dover,AK,Nevada
Carpinteria South,2015,Atlanta,MT,Ohio
Burnett Road,2016,Nashville,SC,Minnesota
Bowles Avenue,2017,Columbus,LA,North Dakota
Tanger Blvd,2018,Baton Rouge,RI,North Carolina
Carpinteria North,2019,Saint Paul,GA,Oklahoma
Steele Lane,2020,Pierre,WY,Hawaii
S Rustle St,2021,Tallahassee,SC,Missouri
East Calle Primera,2022,Richmond,AL,Florida
San Ysidro Blvd,2023,Honolulu,UT,Kansas
Richmond Hill,2024,Indianapolis,MS,Virginia
Moreno Drive,2025,Honolulu,NH,New Mexico
Santa Rosa North,2026,Carson City,WA,Delaware
Steele Lane,2027,Salem,HI,Arizona
East Main Street,2028,Boston,PA,North Dakota
Steele Lane,2029,Jefferson City,OR,Massachusetts
Milpas Street,2030,Baton Rouge,KY,Rhode Island
Tanger Blvd,2031,Columbia,OK,Hawaii
East Main Street,2032,Columbia,IN,Rhode Island
Bayshore Freeway,2033,Raleigh,IA,New Jersey
North Ventu Park Road,2034,Little Rock,KS,Rhode Island
Hutchinson Rd,2035,Pierre,MI,Michigan
East Main Street,2036,Columbus,TX,South Dakota
E Fowler Avenue,2037,Sacramento,WV,Mississippi
Santa Monica Road,2038,Phoenix,ID,Pennsylvania
Greenwood Road,2039,Jefferson City,MO,South Dakota
San Ysidro Blvd,2040,Salt Lake City,OH,Maine
Jean de la Fontaine,2041,Olympia,NH,Ohio
Lake Tahoe Blvd.,2042,Nashville,ID,Rhode Island
Carpinteria South,2043,Salem,VT,Florida
Bowles Avenue,2044,Trenton,MN,Oklahoma
Redwood Highway,2045,Tallahassee,NC,Connecticut
Santa Rosa North,2046,Salt Lake City,WV,New Hampshire
Jones Road,2047,Columbus,VA,New Jersey
South Roosevelt Drive,2048,Boston,NV,Maryland
Santa Rosa North,2049,Augusta,MN,Oregon
Cleveland Ave.,2050,Juneau,AL,New Jersey
Steele Lane,2051,Boston,NH,Minnesota
N Kentwood,2052,Pierre,NY,Idaho
Burnett Road,2053,Salt Lake City,VA,New Jersey
Westside Freeway,2054,Columbus,NH,Kentucky
S Rustle St,2055,Raleigh,RI,South Dakota
Monroe Street,2056,Lansing,ME,Arkansas
Pacific Hwy S,2057,Jefferson City,KY,Rhode Island
Newbury Road,2058,Santa Fe,TN,Tennessee
Steele Lane,2059,Columbus,OK,Vermont
Tully Road East,2060,Richmond,VA,New Jersey
Steele Lane,2061,Richmond,NM,Florida
San Diego Freeway,2062,Tallahassee,VT,Connecticut
Hutchinson Rd,2063,Juneau,IA,Missouri
Lawrenceville Suwanee,2064,Salem,IL,Vermont
Santa Monica Road,2065,Santa Fe,NM,Vermont
Pacific Hwy S,2066,Columbia,MD,Michigan
Castillo Drive,2067,Santa Fe,NM,Texas
Richmond Hill,2068,Montpelier,MA,Colorado
Carpinteria South,2069,Saint Paul,SD,Utah
Bailard Avenue,2070,Hartford,NE,Wisconsin
San Luis Obispo North,2071,Boise,NJ,Nevada
Richmond Hill,2072,Indianapolis,MA,Rhode Island
French Camp Turnpike Road,2073,Nashville,TN,Indiana
E Fowler Avenue,2074,Dover,GA,New Jersey
Camelback Rd,2075,Atlanta,MD,Mississippi
Jones Road,2076,Oklahoma City,ND,Connecticut
North Erringer Road,2077,Topeka,TN,Pennsylvania
South Highway,2078,Phoenix,RI,Arkansas
San Ysidro Blvd,2079,Sacramento,WA,South Carolina
Cleveland Ave.,2080,Columbus,VA,Indiana
Carpinteria South,2081,Phoenix,KS,North Dakota
Moreno Drive,2082,Topeka,AR,Indiana
Greenwood Road,2083,Montpelier,TN,Tennessee
San Diego Freeway,2084,Olympia,WA,North Carolina
Cabrillo Highway,2085,Indianapolis,NM,California
Katella Avenue,2086,Raleigh,IA,North Carolina
French Camp Turnpike Road,2087,Juneau,TN,Rhode Island
Santa Rosa North,2088,Tallahassee,FL,New Mexico
Bayshore Freeway,2089,Denver,MI,West Virginia
Redwood Highway,2090,Baton Rouge,NC,Alaska
Westside Freeway,2091,Juneau,NY,Minnesota
East Calle Primera,2092,Springfield,VT,Idaho
East Calle Primera,2093,Hartford,KY,Kansas
East Fry Blvd.,2094,Atlanta,ND,Texas
Cerrillos Road,2095,Concord,AR,Wisconsin
Tanger Blvd,2096,Santa Fe,VT,West Virginia
Cabrillo Highway,2097,Concord,NH,Minnesota
Pacific Hwy S,2098,Oklahoma City,DE,Maryland
North Ventu Park Road,2099,Augusta,CA,Alaska
Calle Real,2100,Richmond,MT,Maryland
Grandview Drive,2101,Santa Fe,NY,Delaware
Jones Road,2102,Lincoln,ME,South Carolina
N Harrison St,2103,Little Rock,HI,Arizona
Greenwood Road,2104,Springfield,MD,Maryland
Burnett Road,2105,Cheyenne,LA,Minnesota
Bayshore Freeway,2106,Charleston,KS,Oregon
Grandview Drive,2107,Tallahassee,UT,West Virginia
N Harrison St,2108,Madison,NE,North Carolina
S Rustle St,2109,Raleigh,NM,Colorado
North Ventu Park Road,2110,Salt Lake City,HI,Pennsylvania
Via Real,2111,Columbus,FL,Kentucky
Richmond Hill,2112,Madison,ME,New Jersey
Fairview Avenue,2113,Juneau,UT,New Jersey
Redwood Highway,2114,Baton Rouge,IL,Massachusetts
East Main Street,2115,Carson City,SD,Idaho
South Highway,2116,Atlanta,HI,Louisiana
S Rustle St,2117,Boston,VT,Iowa
Tanger Blvd,2118,Frankfort,MO,South Dakota
Apalachee Parkway,2119,Albany,SC,New Mexico
W. Russell St.,2120,Lansing,AZ,Utah
San Simeon,2121,Jefferson City,PA,Louisiana
Calle Real,2122,Lansing,MO,North Dakota
Santa Ana Freeway,2123,Springfield,VA,Ohio
Jones Road,2124,Carson City,OH,Louisiana
Tanger Blvd,2125,Harrisburg,CA,New York
San Simeon,2126,Honolulu,WI,Vermont
S Rustle St,2127,Phoenix,NC,Connecticut
Woodson Rd.,2128,Annapolis,IL,Minnesota
East Fry Blvd.,2129,Lincoln,MS,North Dakota
French Camp Turnpike Road,2130,Jackson,MO,Florida
Apalachee Parkway,2131,Phoenix,IN,Washington
Castillo Drive,2132,Nashville,CO,North Carolina
Katella Avenue,2133,Albany,VT,Nebraska
Tanger Blvd,2134,Jackson,KS,Idaho
Burnett Road,2135,Honolulu,IN,Hawaii
Steele Lane,2136,Juneau,OH,Nebraska
Timberlane Drive,2137,Atlanta,TX,Florida
Via Real,2138,Boston,FL,Pennsylvania
Cabrillo Highway,2139,Atlanta,SD,New Mexico
Burnett Road,2140,Saint Paul,ID,Colorado
San Ysidro Blvd,2141,Bismarck,WI,Maine
North Erringer Road,2142,Olympia,KY,Arkansas
Milpas Street,2143,Jefferson City,AL,New York
South Highway,2144,Denver,MT,Kansas
East 1st Street,2145,Topeka,AR,Maryland
North Atherton Street,2146,Lincoln,NV,Wisconsin
Fontaine Road,2147,Dover,WV,Missouri
East 1st Street,2148,Jefferson City,IL,Nebraska
N Kentwood,2149,Richmond,FL,Delaware
Tanger Blvd,2150,Harrisburg,GA,Florida
Cleveland Ave.,2151,Carson City,NH,Kentucky
Castillo Drive,2152,Montgomery,AR,Idaho
San Simeon,2153,Pierre,MO,Washington
Cerrillos Road,2154,Augusta,VT,Massachusetts
East Calle Primera,2155,Tallahassee,CT,Michigan
Tanger Blvd,2156,Helena,OH,California
San Luis Obispo North,2157,Denver,ME,Hawaii
Pacific Hwy S,2158,Charleston,TX,Arizona
Bailard Avenue,2159,Hartford,UT,North Carolina
Grandview Drive,2160,Concord,IN,Connecticut
Santa Ana Freeway,2161,Honolulu,ME,Virginia
Carpinteria Avenue,2162,Raleigh,MA,Hawaii
San Ysidro Blvd,2163,Hartford,KY,North Dakota
Tanger Blvd,2164,Harrisburg,NM,Alabama
Castillo Drive,2165,Providence,AK,Montana
Burnett Road,2166,Boise,SC,New Jersey
Corona Del Mar,2167,Carson City,ND,Utah
South Highway,2168,Charleston,AL,Nevada
N Harrison St,2169,Oklahoma City,MA,Alabama
Bailard Avenue,2170,Trenton,NY,Missouri
Carpinteria Avenue,2171,Bismarck,CO,Tennessee
Corona Del Mar,2172,Juneau,MT,South Carolina
Timberlane Drive,2173,Austin,CA,Texas
East Main Street,2174,Indianapolis,MN,Maryland
Via Real,2175,Madison,AR,South Carolina
Richmond Hill,2176,Albany,NV,Rhode Island
Carpinteria South,2177,Oklahoma City,FL,Oklahoma
Harbor Dr,2178,Madison,GA,Colorado
East Main Street,2179,Harrisburg,WA,Georgia
Santa Monica Road,2180,Olympia,OK,Maine
North Ventu Park Road,2181,Harrisburg,OR,Illinois
Jones Road,2182,Phoenix,NC,Florida
Monroe Street,2183,Austin,IA,New Hampshire
Milpas Street,2184,Tallahassee,PA,Hawaii
Newbury Road,2185,Columbia,MN,Georgia
San Ysidro Blvd,2186,Carson City,KS,Oregon
Jean de la Fontaine,2187,Pierre,ND,North Dakota
Bowles Avenue,2188,Providence,MD,Connecticut
Harry S Truman Blvd,2189,Saint Paul,OR,Michigan
Santa Rosa North,2190,Richmond,HI,West Virginia
Fontaine Road,2191,Phoenix,WA,South Dakota
San Diego Freeway,2192,Nashville,NC,Hawaii
Carpinteria Avenue,2193,Des Moines,SC,Florida
Carpinteria Avenue,2194,Hartford,VA,Alabama
Cerrillos Road,2195,Lincoln,ME,New York
Pacific Hwy S,2196,Phoenix,HI,North Carolina
Cerrillos Road,2197,Baton Rouge,ND,Georgia
Harbor Dr,2198,Frankfort,MD,Massachusetts
Milpas Street,2199,Olympia,MO,Washington
East Calle Primera,2200,Harrisburg,NM,Arkansas
Padre Boulevard,2201,Nashville,NM,North Carolina
Castillo Drive,2202,Helena,TX,South Dakota
Carpinteria North,2203,Dover,RI,Colorado
San Marcos,2204,Topeka,MT,North Dakota
N Harrison St,2205,Columbus,MD,Hawaii
E Fowler Avenue,2206,Saint Paul,LA,West Virginia
North Ventu Park Road,2207,Salem,VA,Missouri
Westside Freeway,2208,Concord,TN,New Jersey
San Marcos,2209,Tallahassee,UT,Montana
Jones Road,2210,Denver,AR,Oklahoma
Santa Monica Road,2211,Sacramento,WY,Washington
Lawrenceville Suwanee,2212,Hartford,HI,Hawaii
Pacific Hwy S,2213,Phoenix,VT,Massachusetts
San Diego Freeway,2214,Trenton,ID,Vermont
S Rustle St,2215,Boise,AZ,Florida
Carpinteria Avenue,2216,Augusta,RI,Rhode Island
Harry S Truman Blvd,2217,Honolulu,UT,Iowa
Fairview Avenue,2218,Hartford,CO,Missouri
S Rustle St,2219,Augusta,PA,Florida
East 1st Street,2220,Montpelier,RI,Idaho
Erringer Road,2221,Denver,WI,Arizona
Santa Monica Road,2222,Salem,MS,Arizona
Fontaine Road,2223,Jefferson City,WI,North Dakota
Camelback Rd,2224,Helena,SC,Colorado
Lake Tahoe Blvd.,2225,Concord,AK,Arkansas
East 1st Street,2226,Annapolis,OK,Rhode Island
Redwood Highway,2227,Honolulu,WV,Wyoming
Westside Freeway,2228,Juneau,MO,Kentucky
Fontaine Road,2229,Bismarck,IL,Indiana
Corona Del Mar,2230,Lincoln,IN,Arizona
Cleveland Ave.,2231,Topeka,MT,Florida
Harbor Dr,2232,Helena,TX,Montana
East Main Street,2233,Dover,NY,Maryland
French Camp Turnpike Road,2234,Oklahoma City,AK,Wisconsin
Lindbergh Blvd,2235,Olympia,WV,North Carolina
Bowles Avenue,2236,Madison,DE,New York
Harbor Dr,2237,Salt Lake City,NM,Louisiana
Carpinteria North,2238,Augusta,SD,Oklahoma
Santa Rosa North,2239,Honolulu,NJ,Tennessee
Burnett Road,2240,Topeka,ID,California
East Main Street,2241,Lansing,NJ,Wisconsin
French Camp Turnpike Road,2242,Boise,GA,California
Richmond Hill,2243,Topeka,MA,Idaho
San Simeon,2244,Lansing,NM,Alaska
San Ysidro Blvd,2245,Pierre,IN,Michigan
Lake Tahoe Blvd.,2246,Montpelier,OH,Maryland
Pacific Hwy S,2247,Saint Paul,KS,Arkansas
South Highway,2248,Carson City,VA,Minnesota
Castillo Drive,2249,Des Moines,HI,Kansas
Milpas Street,2250,Sacramento,WA,Connecticut
San Ysidro Blvd,2251,Hartford,TN,Maine
Tanger Blvd,2252,Bismarck,AL,Utah
Redwood Highway,2253,Columbia,MA,Vermont
San Luis Obispo North,2254,Little Rock,PA,New Hampshire
Calle Real,2255,Albany,PA,Connecticut
Lindbergh Blvd,2256,Saint Paul,LA,Wisconsin
Carpinteria North,2257,Charleston,ID,Oklahoma
Woodson Rd.,2258,Montpelier,VT,Arkansas
Lindbergh Blvd,2259,Bismarck,MT,Alaska
S Rustle St,2260,Tallahassee,NJ,Virginia
Lindbergh Blvd,2261,Salem,ND,Alaska
Padre Boulevard,2262,Providence,PA,Pennsylvania
Bailard Avenue,2263,Tallahassee,OR,South Carolina
Calle Real,2264,Helena,FL,Arizona
Katella Avenue,2265,Austin,TX,New York
Lawrenceville Suwanee,2266,Salt Lake City,OH,Kansas
Grandview Drive,2267,Indianapolis,NM,Alaska
South Highway,2268,Jackson,SD,Kansas
Lawrenceville Suwanee,2269,Albany,IA,Rhode Island
Santa Rosa North,2270,Annapolis,ID,Maryland
North Preisker Lane,2271,Honolulu,CO,Nevada
Via Real,2272,Montpelier,SC,Montana
East Calle Primera,2273,Oklahoma City,MI,Vermont
Timberlane Drive,2274,Pierre,NJ,Rhode Island
Pacific Hwy S,2275,Carson City,NJ,Utah
Carpinteria North,2276,Montgomery,PA,Arizona
Santa Rosa North,2277,Annapolis,CO,Hawaii
Newbury Road,2278,Lincoln,TX,Oklahoma
Grandview Drive,2279,Salt Lake City,AL,South Dakota
North Ventu Park Road,2280,Jackson,AR,New York
Katella Avenue,2281,Austin,PA,New Jersey
Pacific Hwy S,2282,Bismarck,KS,Minnesota
Monroe Street,2283,Honolulu,NC,Pennsylvania
Newbury Road,2284,Phoenix,MA,North Carolina
Redwood Highway,2285,Lansing,IN,Kansas
Fontaine Road,2286,Atlanta,AR,West Virginia
